Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1218,2024-12-20,2024-12-23,CUST110,Terry Miller,Consumer,PROD1445,Stapler,Office Supplies,South,West Virginia,Benjaminport,10,2160,15,18360.0,15578.39,2781.61,Credit Card,Pending,Evans-Glenn,humphreyheather@lin-ford.com,24,No,0
ORD1219,2024-07-21,2024-07-24,CUST976,Travis Foster,Consumer,PROD6814,Juice Pack,Grocery,South,Georgia,Port James,9,3164,20,22780.8,17483.2,5297.6,Credit Card,Delivered,Holloway Inc,michael35@wood.com,21,No,0
ORD1220,2024-04-17,2024-04-22,CUST488,Michael Spencer,Corporate,PROD5656,Headphones,Electronics,North,Maine,Jeffreyfurt,6,4322,15,22042.2,15492.84,6549.36,Credit Card,Returned,James and Sons,cpoole@smith.com,15,No,0
ORD1221,2024-06-10,2024-06-17,CUST893,Megan Salinas,Consumer,PROD1810,Calculator,Office Supplies,West,Wisconsin,Middletonland,8,3345,0,26760.0,19106.8,7653.2,Cash,Cancelled,Stevens Inc,amy05@richardson.com,35,No,0
ORD1222,2026-03-20,2026-03-21,CUST857,Amy Phillips,Corporate,PROD8958,Study Table,Furniture,West,Minnesota,New Johnville,10,1755,10,15795.0,12124.24,3670.76,Credit Card,Pending,Reilly Group,rogerrodriguez@dominguez.com,11,No,0
ORD1223,2024-11-24,2024-11-26,CUST545,Isaiah Lowery,Home Office,PROD3281,Study Table,Furniture,North,Alabama,Youngbury,10,269,15,2286.5,1810.86,475.64,Credit Card,Pending,"Clark, Martin and Walls",jeremiah68@little.com,15,No,0
ORD1224,2025-12-20,2025-12-21,CUST306,Jason Hayes,Consumer,PROD6167,Laptop,Electronics,West,Virginia,Port Stephen,7,784,10,4939.2,3618.72,1320.48,Credit Card,Cancelled,West-Adams,hamiltonteresa@sutton.com,22,No,0
ORD1225,2025-01-28,2025-01-31,CUST196,Beth Coleman,Consumer,PROD4901,Sofa,Furniture,West,New Jersey,Shawfort,4,4339,10,15620.4,10396.33,5224.07,UPI,Returned,"Maxwell, Bonilla and Mcmahon",lisa04@mccall-howard.com,9,Yes,40
ORD1226,2025-12-28,2026-01-04,CUST640,Christina Trevino,Home Office,PROD8771,Office Chair,Furniture,East,New Jersey,Hollowayhaven,10,1659,15,14101.5,12388.08,1713.42,Net Banking,Pending,Smith and Sons,jose85@garcia.com,33,No,0
ORD1227,2025-03-16,2025-03-19,CUST692,Courtney Friedman,Corporate,PROD2707,Study Table,Furniture,North,New Jersey,Richardmouth,8,3702,0,29616.0,24198.5,5417.5,UPI,Delivered,Novak and Sons,stuart75@barrett.com,12,No,0
ORD1228,2024-11-07,2024-11-12,CUST521,Tracy Thomas,Home Office,PROD1036,Dining Table,Furniture,North,Connecticut,Andrewfort,7,681,5,4528.65,3072.26,1456.39,UPI,Returned,Porter LLC,wrightryan@smith-guerrero.com,17,No,0
ORD1229,2024-04-14,2024-04-15,CUST436,Jane Lynch,Home Office,PROD4753,Sofa,Furniture,West,Vermont,Williamsland,5,1917,20,7668.0,4775.21,2892.79,Net Banking,Pending,Cohen-Blair,davidmooney@allen.org,14,No,0
ORD1230,2025-06-01,2025-06-03,CUST462,Carl Allen,Corporate,PROD7307,Laptop,Electronics,North,Delaware,Castromouth,9,4390,15,33583.5,21968.57,11614.93,UPI,Returned,"Ryan, Barron and Fisher",frocha@murray-brooks.com,1,Yes,20
ORD1231,2024-11-03,2024-11-06,CUST344,Theresa Martinez,Consumer,PROD8458,Cooking Oil,Grocery,North,Arizona,South Charles,8,3794,0,30352.0,25506.24,4845.76,Net Banking,Returned,Mccann-Wilson,lauramendoza@reynolds-alexander.net,27,No,0
ORD1232,2025-12-01,2025-12-02,CUST753,Noah Anderson,Home Office,PROD5137,Calculator,Office Supplies,West,Colorado,North Matthewmouth,6,2335,5,13309.5,11493.21,1816.29,Cash,Returned,"Cox, Bartlett and Mcmahon",joshua99@higgins-jacobs.com,43,No,0
ORD1233,2024-05-09,2024-05-13,CUST112,Jessica Weaver,Corporate,PROD9620,Bookshelf,Furniture,East,Pennsylvania,Goodborough,4,1170,15,3978.0,3046.52,931.48,UPI,Returned,"Turner, Kennedy and Phelps",heather29@marshall-hughes.info,27,No,0
ORD1234,2024-07-27,2024-07-29,CUST238,Robert Zavala,Corporate,PROD5696,Juice Pack,Grocery,East,Florida,West Andrew,9,2273,5,19434.15,12476.38,6957.77,UPI,Delivered,Thompson LLC,anna08@gonzalez-mckee.com,13,No,0
ORD1235,2026-02-04,2026-02-07,CUST900,Jared Hanson,Corporate,PROD8540,File Folder,Office Supplies,South,Indiana,Port Samuel,8,260,10,1872.0,1253.64,618.36,Credit Card,Pending,Obrien Inc,coleashley@parker-schultz.com,10,No,0
ORD1236,2026-01-26,2026-01-30,CUST811,Natalie Velez,Consumer,PROD7359,Mouse,Electronics,North,West Virginia,Fostershire,8,1028,15,6990.4,4212.47,2777.93,Net Banking,Cancelled,Horton LLC,hrodriguez@walsh.info,24,No,0
ORD1237,2025-01-13,2025-01-14,CUST173,Jessica Taylor,Home Office,PROD9813,Pen,Office Supplies,South,North Dakota,Leonardland,3,3442,5,9809.7,6046.83,3762.87,Cash,Pending,"Rodgers, Snyder and Dyer",linda36@smith.info,28,No,0
ORD1238,2024-04-26,2024-04-28,CUST202,Carolyn James,Home Office,PROD5297,Sugar,Grocery,West,Oklahoma,Adamville,2,3019,10,5434.2,3544.83,1889.37,Cash,Pending,Gonzalez Inc,lopezkathleen@combs.com,38,No,0
ORD1239,2025-03-06,2025-03-07,CUST305,Megan Sanchez,Consumer,PROD1763,Mouse,Electronics,West,Nebraska,Lake Ruthberg,8,2071,15,14082.8,10402.07,3680.73,Credit Card,Returned,"Walker, Garcia and Diaz",pfoster@proctor-turner.com,45,No,0
ORD1240,2025-03-16,2025-03-23,CUST264,Mary Holt,Corporate,PROD9798,Headphones,Electronics,East,South Dakota,Pittsland,10,216,20,1728.0,1229.56,498.44,UPI,Pending,Jones and Sons,angela54@thompson.com,24,No,0
ORD1241,2026-02-26,2026-03-04,CUST195,David Barnes,Corporate,PROD2838,Sofa,Furniture,North,Hawaii,West Grace,7,3808,5,25323.2,18739.93,6583.27,UPI,Pending,Cisneros-Cole,schmidtjoseph@anderson.com,5,Yes,25
ORD1242,2025-10-28,2025-11-03,CUST405,Christine Poole PhD,Consumer,PROD1356,Notebook,Office Supplies,West,Wyoming,Whitebury,10,3784,0,37840.0,31306.22,6533.78,Net Banking,Returned,Ayala-Thomas,raymond30@mitchell-jones.com,28,No,0
ORD1243,2025-12-19,2025-12-24,CUST129,Cheryl Davis,Corporate,PROD7335,Office Chair,Furniture,East,Oklahoma,South Evanmouth,9,1543,10,12498.3,9456.36,3041.94,Cash,Cancelled,Jacobson PLC,imarsh@nelson.com,17,No,0
ORD1244,2025-10-30,2025-11-03,CUST914,Tina Stewart,Corporate,PROD5837,Dining Table,Furniture,South,Vermont,Lake John,7,2267,15,13488.65,9988.63,3500.02,Net Banking,Delivered,Nelson-Crosby,hpetersen@simmons.biz,24,No,0
ORD1245,2025-11-15,2025-11-19,CUST748,Joseph Bryant,Consumer,PROD2338,Pen,Office Supplies,East,Wisconsin,New Samuelberg,5,2364,15,10047.0,6599.51,3447.49,Cash,Returned,Ramos-Torres,stephanie60@reynolds.com,19,No,0
ORD1246,2024-11-23,2024-11-29,CUST136,Douglas Perez,Consumer,PROD9489,File Folder,Office Supplies,West,Kansas,Markport,6,287,10,1549.8,1065.1,484.7,UPI,Returned,Wagner-Bradley,daniel98@johnson.info,14,No,0
ORD1247,2025-09-02,2025-09-08,CUST395,Adrian Taylor,Home Office,PROD4390,Juice Pack,Grocery,South,New Jersey,Davisside,6,2573,5,14666.1,10908.31,3757.79,UPI,Delivered,"Ward, Welch and Green",xmullen@jones.net,5,Yes,34
ORD1248,2025-12-10,2025-12-12,CUST593,Kristina Smith,Home Office,PROD2094,Headphones,Electronics,West,Illinois,Carrview,10,1727,0,17270.0,14158.53,3111.47,Cash,Pending,Guerrero-Patel,stephanieshaffer@park.com,36,No,0
ORD1249,2026-02-07,2026-02-11,CUST922,Rodney Porter,Home Office,PROD4307,Monitor,Electronics,East,California,Johnchester,10,767,5,7286.5,4429.3,2857.2,Cash,Delivered,"Woods, Frazier and White",samuel54@diaz.com,45,No,0
ORD1250,2025-02-02,2025-02-08,CUST426,Adrian Tyler,Corporate,PROD5788,Stapler,Office Supplies,East,Virginia,New Michaelshire,8,1106,0,8848.0,7843.47,1004.53,Net Banking,Pending,Bird-Olson,williamseric@hall.com,0,Yes,34
ORD1251,2025-10-05,2025-10-06,CUST670,Jean Tucker,Corporate,PROD7701,Stapler,Office Supplies,North,Oklahoma,Jeffreyside,9,1264,10,10238.4,8168.59,2069.81,Cash,Pending,Farmer-Jones,ihernandez@jenkins.info,35,No,0
ORD1252,2025-09-13,2025-09-16,CUST164,Jerry Savage,Corporate,PROD6722,Keyboard,Electronics,North,Utah,Foleyland,9,4640,15,35496.0,27824.92,7671.08,Net Banking,Delivered,Ward-Bailey,mperez@miller-contreras.com,35,No,0
ORD1253,2025-03-02,2025-03-06,CUST446,Angel Wilson,Home Office,PROD4261,Sugar,Grocery,West,South Dakota,Morganville,5,659,20,2636.0,2290.66,345.34,Credit Card,Returned,Burke-Le,christina47@torres.biz,13,No,0
ORD1254,2025-12-20,2025-12-24,CUST175,Stephanie Francis,Consumer,PROD9415,Study Table,Furniture,West,Oklahoma,Buckchester,9,2793,0,25137.0,17641.71,7495.29,Credit Card,Cancelled,Young-Thompson,daniel87@alexander.com,8,Yes,44
ORD1255,2025-04-27,2025-04-28,CUST619,Colleen Watkins,Home Office,PROD5656,Keyboard,Electronics,East,Alabama,Simpsonbury,2,248,10,446.4,359.21,87.19,Net Banking,Pending,Williams LLC,angelayoung@garcia-sampson.com,24,No,0
ORD1256,2025-03-24,2025-03-31,CUST622,Traci Hansen,Consumer,PROD6221,Study Table,Furniture,West,California,Norrisland,4,4491,0,17964.0,14975.23,2988.77,Credit Card,Cancelled,Taylor LLC,gracestewart@kent.com,46,No,0
ORD1257,2024-09-18,2024-09-20,CUST752,Susan Romero,Home Office,PROD6120,Keyboard,Electronics,West,New Mexico,South Zacharychester,1,4803,0,4803.0,3763.56,1039.44,Credit Card,Delivered,Mcdowell-Heath,lthomas@reyes-cooley.com,42,No,0
ORD1258,2024-07-15,2024-07-20,CUST655,Adrienne Davis,Home Office,PROD7332,Study Table,Furniture,East,Maryland,Port April,1,2785,15,2367.25,2012.21,355.04,UPI,Pending,"Ball, Clark and Anderson",thomascooper@rodriguez.com,4,Yes,40
ORD1259,2026-01-29,2026-01-31,CUST967,Jeffrey Hernandez,Consumer,PROD2926,Bookshelf,Furniture,North,Maryland,Deborahside,9,4547,15,34784.55,30744.99,4039.56,Credit Card,Pending,Cuevas Group,drakecrystal@lewis-hurley.com,44,No,0
ORD1260,2025-12-17,2025-12-18,CUST911,Douglas Savage,Home Office,PROD1965,Headphones,Electronics,South,Iowa,Spearsbury,1,3573,0,3573.0,2270.18,1302.82,Credit Card,Cancelled,Freeman Inc,lisa85@reyes-davis.com,23,No,0
ORD1261,2026-03-04,2026-03-08,CUST211,Melvin Anderson,Consumer,PROD2773,Sofa,Furniture,West,Kentucky,East Jill,7,4458,10,28085.4,19547.75,8537.65,Net Banking,Returned,Crosby Group,nicholasbrown@harris-lara.com,41,No,0
ORD1262,2024-12-07,2024-12-13,CUST465,Brittney Soto,Home Office,PROD9641,Snacks,Grocery,West,Tennessee,West Dylanville,8,2244,15,15259.2,11162.78,4096.42,Cash,Pending,Hernandez-Gallagher,kerriclark@kelly.info,41,No,0
ORD1263,2025-02-06,2025-02-12,CUST210,Julie Smith,Home Office,PROD2745,Office Chair,Furniture,North,Alabama,Edwardport,4,2529,5,9610.2,6003.03,3607.17,Net Banking,Pending,Brown Inc,ritathomas@gibson.com,16,No,0
ORD1264,2025-10-20,2025-10-21,CUST785,George Knapp,Corporate,PROD7118,File Folder,Office Supplies,East,Mississippi,West Barbaraside,10,1004,5,9538.0,6529.91,3008.09,Net Banking,Returned,Lane-Boone,pparrish@herrera.net,40,No,0
ORD1265,2024-11-03,2024-11-05,CUST674,Kenneth Oneill,Corporate,PROD3036,File Folder,Office Supplies,West,Kentucky,Port Elizabeth,5,383,0,1915.0,1543.6,371.4,UPI,Cancelled,Keller Group,yflores@daniels.info,9,Yes,26
ORD1266,2024-06-06,2024-06-13,CUST548,Peter Herring,Home Office,PROD2053,Cooking Oil,Grocery,North,Oregon,Lake Cherylfurt,3,3605,10,9733.5,7194.86,2538.64,UPI,Pending,"Willis, Brown and Kennedy",kramertyler@bruce-stokes.com,3,Yes,49
ORD1267,2024-10-03,2024-10-06,CUST324,Eric Smith,Consumer,PROD9932,Notebook,Office Supplies,South,Rhode Island,Kathymouth,10,2040,0,20400.0,16761.06,3638.94,Cash,Returned,Rocha-Valencia,josephschwartz@duarte-green.com,31,No,0
ORD1268,2024-09-12,2024-09-13,CUST216,Rhonda Sheppard,Corporate,PROD8023,Snacks,Grocery,East,Oregon,Lake Ashleyberg,2,920,20,1472.0,1178.52,293.48,Net Banking,Returned,Cole LLC,christopher76@howard.com,8,Yes,42
ORD1269,2024-10-19,2024-10-22,CUST154,Patricia Logan,Home Office,PROD2671,Keyboard,Electronics,West,Oklahoma,Courtneymouth,5,2688,5,12768.0,10666.32,2101.68,Cash,Delivered,Anderson and Sons,icolon@mitchell-rodriguez.org,49,No,0
ORD1270,2025-03-06,2025-03-10,CUST196,Craig Rodriguez,Corporate,PROD7296,Sofa,Furniture,South,West Virginia,Bellfurt,3,1079,15,2751.45,1732.77,1018.68,Credit Card,Delivered,Rios-Mclean,linda64@alexander.com,10,No,0
ORD1271,2024-07-22,2024-07-23,CUST468,Kelsey Merritt,Corporate,PROD8274,Keyboard,Electronics,North,Georgia,Ashleyshire,9,679,5,5805.45,4630.33,1175.12,Cash,Delivered,"Cooper, Prince and Porter",jonesdestiny@spencer.com,1,Yes,31
ORD1272,2025-01-24,2025-01-28,CUST994,Thomas Campos,Home Office,PROD5298,Monitor,Electronics,North,Alabama,South Jerry,9,433,5,3702.15,2351.17,1350.98,Credit Card,Delivered,Mcgee PLC,princemichelle@gray-bryant.org,17,No,0
ORD1273,2025-08-07,2025-08-14,CUST481,Miguel Bernard,Home Office,PROD3979,Mouse,Electronics,West,Nebraska,Port Karenland,10,3937,5,37401.5,25315.24,12086.26,Net Banking,Pending,Torres-Smith,michael49@reynolds.info,46,No,0
ORD1274,2025-03-08,2025-03-15,CUST501,Bradley Wilkerson,Corporate,PROD2664,Monitor,Electronics,South,South Dakota,Villarrealfort,3,4599,15,11727.45,7422.33,4305.12,Net Banking,Returned,"Fuller, Lucero and Ramirez",hernandezamanda@king-pierce.info,36,No,0
ORD1275,2024-08-04,2024-08-06,CUST149,William Yates,Consumer,PROD4446,Stapler,Office Supplies,East,Florida,South Melissa,3,4317,10,11655.9,8196.51,3459.39,Credit Card,Pending,Moran and Sons,adamslindsay@arnold.com,36,No,0
ORD1276,2026-02-04,2026-02-05,CUST845,Katherine Gonzales,Corporate,PROD6715,Mouse,Electronics,South,Texas,West Robertside,10,458,0,4580.0,4056.94,523.06,Cash,Pending,"Sampson, Thomas and Mckinney",ygrant@joseph.com,26,No,0
ORD1277,2025-02-27,2025-02-28,CUST379,Kaitlyn Garcia,Consumer,PROD3540,Calculator,Office Supplies,North,Delaware,Jasminebury,2,2119,10,3814.2,3038.35,775.85,Net Banking,Pending,"Davis, Rich and Carrillo",lindsay18@zimmerman.com,44,No,0
ORD1278,2025-05-11,2025-05-13,CUST239,Debra Davis,Home Office,PROD6025,Keyboard,Electronics,East,Maryland,Lake Theresa,9,2913,5,24906.15,15079.39,9826.76,Net Banking,Pending,Jenkins-Nguyen,stevensonjason@oneal.org,25,No,0
ORD1279,2026-02-24,2026-02-25,CUST827,Dr. Rachel Harris DDS,Corporate,PROD5904,Headphones,Electronics,North,Indiana,Ruthside,7,4957,15,29494.15,22904.37,6589.78,UPI,Delivered,Smith-Mayo,patelmorgan@watkins-avery.info,32,No,0
ORD1280,2025-05-12,2025-05-18,CUST926,Nichole Boyd,Consumer,PROD6361,Bookshelf,Furniture,West,New Hampshire,Whitneyport,4,4547,5,17278.6,14241.04,3037.56,Credit Card,Delivered,Moore-Miller,acevedorebecca@fitzpatrick.com,35,No,0
ORD1281,2025-07-27,2025-08-03,CUST552,Randall Buchanan,Consumer,PROD8531,Bookshelf,Furniture,East,Nebraska,New Zachary,1,310,20,248.0,220.24,27.76,UPI,Delivered,Rodriguez PLC,imontgomery@trujillo-alvarado.com,35,No,0
ORD1282,2024-11-12,2024-11-16,CUST165,Emily Kirby,Corporate,PROD7269,Dining Table,Furniture,East,Alaska,Port Kyleview,3,1977,15,5041.35,4031.27,1010.08,Credit Card,Returned,Hubbard PLC,ashley81@gibson.com,47,No,0
ORD1283,2024-04-21,2024-04-27,CUST265,Daniel Hughes,Home Office,PROD7207,Headphones,Electronics,West,Montana,New Shane,4,762,10,2743.2,2438.93,304.27,Cash,Pending,Smith-Hill,piercepeter@young.org,13,No,0
ORD1284,2025-08-01,2025-08-08,CUST511,Robert Greer,Home Office,PROD5951,Stapler,Office Supplies,South,Arkansas,South Jacksonstad,9,2271,0,20439.0,14590.26,5848.74,Cash,Pending,"Smith, Myers and Padilla",uramirez@watson-carroll.com,46,No,0
ORD1285,2025-06-13,2025-06-20,CUST310,Derrick Jackson,Home Office,PROD1382,File Folder,Office Supplies,South,Connecticut,Kathrynhaven,5,1193,5,5666.75,3925.67,1741.08,UPI,Cancelled,Fry LLC,cevans@miller.com,32,No,0
ORD1286,2026-02-25,2026-03-01,CUST254,Daniel Williamson,Home Office,PROD3973,Laptop,Electronics,West,Indiana,Port Kevin,7,4811,0,33677.0,24760.07,8916.93,Net Banking,Cancelled,Fitzpatrick-Wallace,bobbydavis@nguyen.info,26,No,0
ORD1287,2024-07-04,2024-07-09,CUST189,Christina Bates,Corporate,PROD9456,Rice Bag,Grocery,North,Nevada,North Steve,7,4146,20,23217.6,16347.23,6870.37,UPI,Returned,Green and Sons,mary06@garcia.com,14,No,0
ORD1288,2024-11-21,2024-11-23,CUST320,Marie Turner,Consumer,PROD8429,Study Table,Furniture,North,Kansas,East Ericastad,5,2960,10,13320.0,8575.31,4744.69,Net Banking,Cancelled,"Johnson, Lawrence and Sanchez",josephjimmy@mcmahon-moore.com,47,No,0
ORD1289,2025-07-27,2025-07-28,CUST534,Jesus Black,Corporate,PROD5216,Headphones,Electronics,East,Nevada,Coxside,2,642,10,1155.6,978.55,177.05,UPI,Cancelled,Anderson-Garza,heatherarias@gardner-mcmahon.com,47,No,0
ORD1290,2024-12-31,2025-01-06,CUST997,Brian Hanna,Home Office,PROD8473,Juice Pack,Grocery,East,Louisiana,Lake Brianside,2,3234,0,6468.0,5609.41,858.59,Net Banking,Returned,Harrison Inc,waderichard@wallace-mcdonald.com,21,No,0
ORD1291,2024-12-31,2025-01-01,CUST442,Erik Gomez,Corporate,PROD5212,Headphones,Electronics,East,Texas,Port Roberthaven,3,4163,10,11240.1,8150.63,3089.47,UPI,Returned,"Ortiz, Gomez and Hebert",vcrawford@sims-walls.org,12,No,0
ORD1292,2026-01-05,2026-01-11,CUST128,Kyle Smith,Home Office,PROD8804,Study Table,Furniture,East,Mississippi,Port Jennifer,3,4963,10,13400.1,11828.54,1571.56,Cash,Cancelled,Palmer-White,hpatel@diaz-wells.com,21,No,0
ORD1293,2025-08-27,2025-09-03,CUST917,Julia Brown,Consumer,PROD5706,Juice Pack,Grocery,South,Tennessee,South Valerieberg,5,3722,15,15818.5,13000.04,2818.46,Credit Card,Delivered,King PLC,dianecarpenter@ford-thompson.biz,46,No,0
ORD1294,2024-12-31,2025-01-07,CUST548,Keith Vargas,Corporate,PROD8632,Monitor,Electronics,North,Virginia,Jerrychester,6,3990,15,20349.0,14404.02,5944.98,UPI,Cancelled,"Caldwell, Chandler and Lee",john01@mitchell.net,12,No,0
ORD1295,2026-01-05,2026-01-11,CUST740,Cathy Brown,Home Office,PROD7102,Mouse,Electronics,East,Arkansas,South Rodneyfort,5,1650,5,7837.5,5911.66,1925.84,UPI,Returned,"Hill, Richardson and Lloyd",normamartin@smith-floyd.com,39,No,0
ORD1296,2025-05-08,2025-05-13,CUST137,James Lindsey,Corporate,PROD8214,Stapler,Office Supplies,East,Iowa,Gilbertburgh,2,1082,0,2164.0,1431.74,732.26,Credit Card,Returned,"Brown, Hahn and Duke",kathrynrobbins@garner.com,40,No,0
ORD1297,2026-01-30,2026-02-01,CUST315,Ronnie Valentine,Corporate,PROD6145,Cooking Oil,Grocery,West,Pennsylvania,Williamfort,8,1530,15,10404.0,8904.61,1499.39,Cash,Returned,Fuentes Group,burgesssamuel@newman.net,42,No,0
ORD1298,2024-09-17,2024-09-22,CUST548,Michele Contreras,Home Office,PROD5586,Headphones,Electronics,East,Mississippi,Peterfurt,4,4001,10,14403.6,8749.62,5653.98,UPI,Pending,Wagner LLC,patrickgregory@hall.com,42,No,0
ORD1299,2025-03-15,2025-03-21,CUST324,Clayton Phillips,Home Office,PROD6472,Study Table,Furniture,North,California,New Anna,2,1455,20,2328.0,1712.51,615.49,Credit Card,Returned,Martinez Inc,charles23@harris-scott.info,2,Yes,44
ORD1300,2025-04-20,2025-04-26,CUST899,Mr. Gregory Oliver,Consumer,PROD5601,Dining Table,Furniture,South,New Hampshire,Andrewfurt,2,1697,20,2715.2,1898.71,816.49,Net Banking,Delivered,Price-Mendoza,ygriffin@burke-gibson.com,9,Yes,24
ORD1301,2025-02-12,2025-02-17,CUST577,Christopher Murray,Consumer,PROD2740,Bookshelf,Furniture,South,Texas,West Danny,10,3329,15,28296.5,24352.67,3943.83,Net Banking,Cancelled,Ball-George,terri16@robinson.info,17,No,0
ORD1302,2024-06-21,2024-06-28,CUST353,Rebecca Smith,Home Office,PROD3849,Juice Pack,Grocery,North,Arizona,Shawnafurt,4,284,15,965.6,756.89,208.71,Cash,Returned,"Phillips, Smith and Mccormick",crystalgreen@miller-watts.info,4,Yes,39
ORD1303,2024-08-29,2024-09-02,CUST102,Robert Arnold,Home Office,PROD4010,Headphones,Electronics,East,Georgia,Wyatthaven,9,919,5,7857.45,6412.88,1444.57,UPI,Returned,Davis-Gates,lauren71@park.com,29,No,0
ORD1304,2025-05-01,2025-05-05,CUST396,Michael Rangel,Home Office,PROD6057,Mouse,Electronics,North,Alabama,Hubbardville,5,3064,20,12256.0,8802.62,3453.38,UPI,Returned,Gardner-Andersen,prodriguez@miller-grant.biz,2,Yes,31
ORD1305,2026-01-05,2026-01-08,CUST911,Catherine Robinson,Consumer,PROD1972,Notebook,Office Supplies,East,Nevada,Jefferyberg,9,4979,10,40329.9,34580.4,5749.5,Credit Card,Delivered,"Sullivan, Fletcher and Yates",dalton70@lopez-harris.com,3,Yes,48
ORD1306,2025-05-12,2025-05-15,CUST520,Eddie Johnson,Home Office,PROD5436,Pen,Office Supplies,East,Tennessee,Hodgesburgh,2,4641,10,8353.8,7254.05,1099.75,Credit Card,Returned,Banks Group,iansingh@snyder.com,26,No,0
ORD1307,2025-08-25,2025-08-26,CUST569,Christopher Gonzalez,Home Office,PROD9631,Juice Pack,Grocery,East,Tennessee,New Jamie,9,2831,0,25479.0,19641.0,5838.0,UPI,Returned,Carter-Wiley,grahamamy@erickson.info,42,No,0
ORD1308,2026-02-02,2026-02-04,CUST328,Brian Johnson,Home Office,PROD8274,Snacks,Grocery,North,South Dakota,West Stephanie,2,1835,20,2936.0,2229.49,706.51,Credit Card,Delivered,"Ramirez, Johnson and Murphy",katherinesanchez@medina-frazier.com,48,No,0
ORD1309,2025-05-17,2025-05-20,CUST929,Beth Jones,Corporate,PROD9245,Notebook,Office Supplies,West,Montana,Port Barryland,9,4349,5,37183.95,25472.5,11711.45,Credit Card,Delivered,"Hunt, Douglas and Burnett",vcoleman@phillips-erickson.com,15,No,0
ORD1310,2025-01-06,2025-01-12,CUST291,Joe Hughes,Consumer,PROD5056,File Folder,Office Supplies,North,New Mexico,Lake Rhonda,5,3436,20,13744.0,9952.59,3791.41,Credit Card,Pending,Kent-Anderson,cooperbriana@wong-mcdonald.org,19,No,0
ORD1311,2025-12-29,2026-01-02,CUST957,Anthony Bradshaw,Consumer,PROD2246,Stapler,Office Supplies,North,Virginia,Port Natalieside,9,1140,10,9234.0,5947.03,3286.97,Cash,Cancelled,Hoover-Williams,lmurphy@jenkins.com,41,No,0
ORD1312,2025-06-07,2025-06-13,CUST462,Todd Galvan,Home Office,PROD7441,Snacks,Grocery,South,Utah,West Austinview,9,4502,15,34440.3,29444.33,4995.97,UPI,Cancelled,Hunt-Cohen,julia83@graham.com,31,No,0
ORD1313,2025-05-18,2025-05-20,CUST558,Amy Johnston,Home Office,PROD4643,Calculator,Office Supplies,South,South Carolina,Amandahaven,6,198,5,1128.6,965.18,163.42,Net Banking,Cancelled,Hamilton-Garza,rking@francis.com,35,No,0
ORD1314,2025-04-10,2025-04-11,CUST124,Kenneth Hernandez,Home Office,PROD9894,Laptop,Electronics,West,Idaho,Vincentton,6,4503,0,27018.0,20034.99,6983.01,Cash,Delivered,Porter-Harris,benjaminchandler@freeman.info,41,No,0
ORD1315,2025-07-06,2025-07-10,CUST705,Kelly Greene,Consumer,PROD8923,Cooking Oil,Grocery,South,Wyoming,Fryberg,9,3037,10,24599.7,18884.74,5714.96,Credit Card,Cancelled,Morton-Lopez,bradleydarryl@bentley.com,49,No,0
ORD1316,2025-08-06,2025-08-11,CUST206,Christine Romero,Home Office,PROD4118,Pen,Office Supplies,North,New Hampshire,Bryantside,7,1814,10,11428.2,9792.51,1635.69,Credit Card,Cancelled,Mcdonald-Hunt,matthew79@powers.org,35,No,0
ORD1317,2024-07-05,2024-07-11,CUST570,Lori Gallagher,Consumer,PROD2579,Laptop,Electronics,East,Mississippi,Williamfort,5,2811,20,11244.0,7658.05,3585.95,Net Banking,Returned,Miller Ltd,smithkatherine@vang.biz,24,No,0
ORD1318,2025-05-23,2025-05-29,CUST555,Jeffrey Mason,Consumer,PROD4637,File Folder,Office Supplies,North,Virginia,New Shawn,1,994,5,944.3,656.11,288.19,Credit Card,Cancelled,"Brewer, Turner and Fox",christopherrodriguez@king-adams.com,7,Yes,41
ORD1319,2024-09-04,2024-09-10,CUST835,Logan Preston,Corporate,PROD4863,Headphones,Electronics,East,Alaska,North Timothystad,8,2224,20,14233.6,8670.16,5563.44,Cash,Delivered,"Stuart, Lopez and Stewart",belldavid@ochoa-ortega.com,23,No,0
ORD1320,2025-08-11,2025-08-14,CUST482,William Savage,Home Office,PROD6636,Laptop,Electronics,South,Oklahoma,South Ryan,9,703,0,6327.0,5333.86,993.14,Credit Card,Returned,Smith-Fernandez,vhernandez@fleming.biz,3,Yes,50
ORD1321,2025-07-03,2025-07-07,CUST118,Kristen Williams,Consumer,PROD7803,Bookshelf,Furniture,North,Hawaii,Stevensborough,3,2189,5,6238.65,4174.79,2063.86,Credit Card,Cancelled,"Thompson, Bruce and Martin",brian60@guzman.com,14,No,0
ORD1322,2024-07-25,2024-07-29,CUST437,Troy May,Corporate,PROD9694,Dining Table,Furniture,North,Florida,Franklinview,4,1256,15,4270.4,3206.6,1063.8,UPI,Delivered,"Lewis, Baker and Gonzalez",wrightcrystal@butler-jimenez.com,36,No,0
